name,state_code
Union,ANT
Valderrama,ANT
Valladolid,ANT
Victorias,ANT
Viejo Daan Banua,ANT
Vista Alegre,ANT
Vito,ANT
Yapak,ANT
Yubo,ANT
Zarraga,ANT
Ampatuan,14
Andalan,14
Anuling,14
Awang,14
Bacayawan,14
Badak,14
Bagan,14
Baka,14
Bakung,14
Balabagan,14
Balas,14
Balimbing,14
Balindong,14
Bangkal,14
Bankaw,14
Barira,14
Barurao,14
Bato Bato,14
Baunu-Timbangan,14
Bawison,14
Bayang,14
Bayanga,14
Begang,14
Binidayan,14
Binuang,14
Blinsung,14
Bongao,14
Bongued,14
Buadiposo-Buntong,14
Bualan,14
Buan,14
Buansa,14
Budta,14
Bugasan,14
Buldon,14
Buliok,14
Bulit,14
Buluan,14
Bumbaran,14
Butig,14
Calanogas,14
City of Isabela,14
Colonia,14
Cotabato,14
Dado,14
Dadus,14
Dalican,14
Dalumangcob,14
Damabalas,14
Damatulan,14
Datu Paglas,14
Datu Piang,14
Digal,14
Dinaig,14
Dinganen,14
Ebcor Town,14
Gadung,14
Ganassi,14
Gang,14
Guiong,14
Idtig,14
Jolo,14
Kabasalan,14
Kagay,14
Kajatian,14
Kalang,14
Kalbugan,14
Kambing,14
Kanlagay,14
Kansipati,14
Karungdong,14
Katico,14
Katidtuan,14
Katuli,14
Kauran,14
Kitango,14
Kitapak,14
Kolape,14
Kulase,14
Kulay-Kulay,14
Kulempang,14
Kungtad,14
Labuñgan,14
Laminusa,14
Lamitan City,14
Langpas,14
Languyan,14
Larap,14
Latung,14
Layog,14
Ligayan,14
Limbo,14
Litayan,14
Lookan,14
Lu-uk,14
Lugus,14
Lumbac,14
Lumbatan,14
Lumbayanague,14
Lutayan,14
Luuk Datan,14
Madalum,14
Madamba,14
Maganoy,14
Mahala,14
Maimbung,14
Makir,14
Malabang,14
Maluso,14
Manubul,14
Manuk Mangkaw,14
Marantao,14
Marawi City,14
Marogong,14
Marsada,14
Masiu,14
Matanog,14
Mataya,14
Mauboh,14
Mileb,14
New Batu Batu,14
Nuyo,14
Pagalungan,14
Pagatin,14
Paitan,14
Panabuan,14
Panadtaban,14
Pandakan,14
Pandan Niog,14
Pang,14
Parang,14
Parangan,14
Parian Dakula,14
Patikul,14
Pawak,14
Payuhan,14
Pidsandawan,14
Pinaring,14
Pitogo,14
Polloc,14
Province of Basilan,14
Province of Lanao del Sur,14
Province of Maguindanao,14
Province of Sulu,14
Province of Tawi-Tawi,14
Pualas,14
Punay,14
Ramain,14
Rimpeso,14
Rominimbang,14
Sagasa,14
Saguiaran,14
Sambuluan,14
Sanga-Sanga,14
Santa Clara,14
Sapa,14
Sapadun,14
Satan,14
Semut,14
Siasi,14
Simbahan,14
Simuay,14
Simunul,14
Sionogan,14
Sitangkai,14
South Upi,14
Sultan Kudarat,14
Sumisip,14
Tabiauan,14
Tablas,14
Taganak,14
Tairan Camp,14
Talayan,14
Talipao,14
Talipaw,14
Talitay,14
Tampakan,14
Tamparan,14
Tapayan,14
Tapikan,14
Taungoh,14
Taviran,14
Tinutulan,14
Tipo-Tipo,14
Tongouson,14
Tubaran,14
Tuburan,14
Tugaya,14
Tumbagaan,14
Tunggol,14
Tungol,14
Ungus-Ungus,14
Upi,14
Uyaan,14
Wao,14
Abaca,BAN
Abis,BAN
Abucayan,BAN
Adlaon,BAN
Agsungot,BAN
Aguining,BAN
Alangilan,BAN
Alangilanan,BAN
Alburquerque,BAN
Alcantara,BAN
Alcoy,BAN
Alegria,BAN
Alicia,BAN
Aloguinsan,BAN
Alpaco,BAN
Amdos,BAN
Amio,BAN
Anda,BAN
Anonang,BAN
Anopog,BAN
Antequera,BAN
Antipolo,BAN
Apas,BAN
Apoya,BAN
Argao,BAN
Asturias,BAN
Atop-atop,BAN
Ayungon,BAN
Azagra,BAN
Bachauan,BAN
Baclayon,BAN
Bacong,BAN
Badian,BAN
Bagacay,BAN
Bagay,BAN
Bagtic,BAN
Bairan,BAN
Bais,BAN
Bal-os,BAN
Balamban,BAN
Balayong,BAN
Balilihan,BAN
Balogo,BAN
Balud,BAN
Banhigan,BAN
Banilad,BAN
Bantayan,BAN
Barili,BAN
Basak,BAN
Basay,BAN
Basdiot,BAN
Bateria,BAN
Batuan,BAN
Baud,BAN
Baugo,BAN
Bayawan,BAN
Becerril,BAN
Biabas,BAN
Biasong,BAN
Bien Unido,BAN
Biking,BAN
Bilar,BAN
Binlod,BAN
Biton,BAN
Bitoon,BAN
Bogo,BAN
Bohol,BAN
Bolisong,BAN
Boljoon,BAN
Bonawon,BAN
Bonbon,BAN
Bood,BAN
Borbon,BAN
Botigues,BAN
Buagsong,BAN
Buanoy,BAN
Buenavista,BAN
Bugas,BAN
Bugsoc,BAN
Bulasa,BAN
Bulod,BAN
Cabalawan,BAN
Cabangahan,BAN
Cabul-an,BAN
Calamba,BAN
Calape,BAN
Calero,BAN
Calidñgan,BAN
Calituban,BAN
Calumboyan,BAN
Camambugan,BAN
Cambanay,BAN
Campoyo,BAN
Campusong,BAN
Can-asujan,BAN
Canauay,BAN
Candabong,BAN
Candijay,BAN
Canhaway,BAN
Canjulao,BAN
Canlaon,BAN
Canmaya Diot,BAN
Cansuje,BAN
Cantao-an,BAN
Carcar,BAN
Carmelo,BAN
Carmen,BAN
Casala-an,BAN
Casay,BAN
Catarman,BAN
Caticugan,BAN
Catigbian,BAN
Catmon,BAN
Catmondaan,BAN
Catungawan Sur,BAN
Cawayan,BAN
Cayang,BAN
Cebu City,BAN
Clarin,BAN
Cogan,BAN
Cogon,BAN
Cogon Cruz,BAN
Cogtong,BAN
Colonia,BAN
Compostela,BAN
Consolacion,BAN
Consuelo,BAN
Cordova,BAN
Corella,BAN
Cortes,BAN
Daanbantayan,BAN
Dagohoy,BAN
Dalaguete,BAN
Damolog,BAN
Danao,BAN
Dapitan,BAN
Datagon,BAN
Dauin,BAN
Dauis,BAN
De la Paz,BAN
Dimiao,BAN
Doljo,BAN
Doong,BAN
Duero,BAN
Dumaguete,BAN
Dumanjog,BAN
El Pardo,BAN
Enrique Villanueva,BAN
Esperanza,BAN
Estaca,BAN
Gabi,BAN
Garcia Hernandez,BAN
Giawang,BAN
Ginatilan,BAN
Guadalupe,BAN
Guba,BAN
Guibodangan,BAN
Guihulñgan,BAN
Guindarohan,BAN
Guindulman,BAN
Guiwanon,BAN
Hagdan,BAN
Hagnaya,BAN
Hibaiyo,BAN
Hilantagaan,BAN
Hilotongan,BAN
Himensulan,BAN
Hinlayagan Ilaud,BAN
Ilihan,BAN
Inabanga,BAN
Inayagan,BAN
Jaclupan,BAN
Jagna,BAN
Jampang,BAN
Jandayan Norte,BAN
Jantianon,BAN
Japitan,BAN
Jetafe,BAN
Jimalalud,BAN
Jugno,BAN
Kabac,BAN
Kabungahan,BAN
Kandabong,BAN
Kaongkod,BAN
Kauit,BAN
Kotkot,BAN
Kuanos,BAN
La Hacienda,BAN
La Libertad,BAN
Lanao,BAN
Lanas,BAN
Langob,BAN
Langtad,BAN
Lapaz,BAN
Lapu-Lapu City,BAN
Lazi,BAN
Lepanto,BAN
Libertad,BAN
Lila,BAN
Liloan,BAN
Lipayran,BAN
Loay,BAN
Loboc,BAN
Logon,BAN
Lombog,BAN
Loon,BAN
Lugo,BAN
Lunas,BAN
Lut-od,BAN
Maayong Tubig,BAN
Mabinay,BAN
Mabini,BAN
Macaas,BAN
Madridejos,BAN
Magay,BAN
Mahayag,BAN
Mainit,BAN
Malabugas,BAN
Malabuyoc,BAN
Malaiba,BAN
Malbug,BAN
Malhiao,BAN
Malingin,BAN
Maloh,BAN
Malusay,BAN
Malway,BAN
Manalongon,BAN
Mancilang,BAN
Mandaue City,BAN
Maninihon,BAN
Maño,BAN
Mantalongon,BAN
Mantiquil,BAN
Maravilla,BAN
Maribojoc,BAN
Maricaban,BAN
Masaba,BAN
Maya,BAN
Mayabon,BAN
Mayana,BAN
Mayapusi,BAN
McKinley,BAN
Medellin,BAN
Mercedes,BAN
Minglanilla,BAN
Minolos,BAN
Moalboal,BAN
Montaneza,BAN
Naga,BAN
Nagbalaye,BAN
Nahawan,BAN
Nailong,BAN
Nalundan,BAN
Nangka,BAN
Novallas,BAN
Nueva Fuerza,BAN
Nueva Vida Sur,BAN
Nugas,BAN
Obong,BAN
Ocaña,BAN
Ocoy,BAN
Okiot,BAN
Oslob,BAN
Owak,BAN
Padre Zamora,BAN
Pajo,BAN
Pamplona,BAN
Panalipan,BAN
Panaytayon,BAN
Pangdan,BAN
Panglao,BAN
Panognawan,BAN
Patao,BAN
Payabon,BAN
Paypay,BAN
Perrelos,BAN
Pilar,BAN
Pinamungahan,BAN
Pinayagan Norte,BAN
Pinokawan,BAN
Pitogo,BAN
Polo,BAN
Poro,BAN
Province of Cebu,BAN
Province of Negros Oriental,BAN
Province of Siquijor,BAN
Putat,BAN
Ronda,BAN
Saavedra,BAN
Sagbayan,BAN
Samboan,BAN
San Agustin,BAN
San Fernando,BAN
San Francisco,BAN
San Isidro,BAN
San Jose,BAN
San Miguel,BAN
San Pascual,BAN
San Remigio,BAN
San Roque,BAN
Sandayong Sur,BAN
Sandolot,BAN
Sangat,BAN
Santa Catalina,BAN
Santa Cruz,BAN
Santa Fe,BAN
Santa Filomena,BAN
Santa Nino,BAN
Santander Poblacion,BAN
Santiago,BAN
Sevilla,BAN
Siaton,BAN
Sibonga,BAN
Sibulan,BAN
Sierra Bullones,BAN
Sikatuna,BAN
Silab,BAN
Sillon,BAN
Simala,BAN
Siquijor,BAN
Sogod,BAN
Songculan,BAN
Sulangan,BAN
Tabalong,BAN
Tabogon,BAN
Tabon,BAN
Tabonok,BAN
Tabuan,BAN
Tabuelan,BAN
Tabunok,BAN
Tagbilaran City,BAN
Tagum Norte,BAN
Tajao,BAN
Talangnan,BAN
Talibon,BAN
Talisay,BAN
Tambalan,BAN
Tambo,BAN
Tambongon,BAN
Tamiso,BAN
Tampocon,BAN
Tandayag,BAN
Tangke,BAN
Tangnan,BAN
Tanjay,BAN
Tapilon,BAN
Tapon,BAN
Tawala,BAN
Tayasan,BAN
Taytayan,BAN
Tayud,BAN
Tibigan,BAN
Tiguib,BAN
Tinaan,BAN
Tinaogan,BAN
Tindog,BAN
Tinubuan,BAN
Tipolo,BAN
Toledo,BAN
Tominhao,BAN
Totolan,BAN
Trinidad,BAN
Tubigagmanoc,BAN
Tubod,BAN
Tubod-dugoan,BAN
Tuburan,BAN
Tudela,BAN
Tutay,BAN
Ubay,BAN
Uling,BAN
Union,BAN
Valencia,BAN
Valle Hermoso,BAN
Vallehermoso,BAN
Zamboanguita,BAN
Abuyog,BTN
Alangalang,BTN
Albuera,BTN
Alegria,BTN
Allen,BTN
Almagro,BTN
Almeria,BTN
Alugan,BTN
Anahawan,BTN
Anito,BTN
Arteche,BTN
Babatngon,BTN
Balagtas,BTN
Balagui,BTN
Balangiga,BTN
Balangkayan,BTN
Balinsacayao,BTN
Balocawehay,BTN
Balogo,BTN
Balud,BTN
Bantayan,BTN
Bantiqui,BTN
Baras,BTN
Barugo,BTN
Basey,BTN
Basud,BTN
Bato,BTN
Baybay,BTN
Biliran,BTN
Bilwang,BTN
Biri,BTN
Bislig,BTN
Bitanjuan,BTN
Bobon,BTN
Bontoc,BTN
Borongan,BTN
Bugho,BTN
Bugko,BTN
Bunga,BTN
Burauen,BTN
Butazon,BTN
Cabacuñgan,BTN
Cabatuan,BTN
Cabay,BTN
Cabodiongan,BTN
Cabucgayan,BTN
Cagamotan,BTN
Caibiran,BTN
Calape,BTN
Calbayog City,BTN
Calbiga,BTN
Calubian,BTN
Can-Avid,BTN
Canhandugan,BTN
Capoocan,BTN
Capul,BTN
Caraycaray,BTN
Caridad,BTN
Carigara,BTN
Catarman,BTN
Catbalogan,BTN
Catmon,BTN
Catubig,BTN
Cervantes,BTN
Concepcion,BTN
Consuegra,BTN
Culaba,BTN
Culasian,BTN
Dagami,BTN
Dao,BTN
Dapdap,BTN
Daram,BTN
Dolores,BTN
Doos,BTN
Dulag,BTN
Erenas,BTN
Gabas,BTN
Gamay,BTN
Gandara,BTN
General MacArthur,BTN
Ginabuyan,BTN
Giporlos,BTN
Guindapunan,BTN
Guirang,BTN
Guiuan,BTN
Hernani,BTN
Hilongos,BTN
Hindang,BTN
Hingatungan,BTN
Hinunangan,BTN
Hinundayan,BTN
Hipadpad,BTN
Hipasngo,BTN
Ibarra,BTN
Ichon,BTN
Inangatan,BTN
Ipil,BTN
Isabel,BTN
Jaro,BTN
Jiabong,BTN
Jubasan,BTN
Julita,BTN
Kabuynan,BTN
Kampokpok,BTN
Kananya,BTN
Kilim,BTN
La Paz,BTN
Lalauigan,BTN
Lamak,BTN
Lao,BTN
Laoang,BTN
Lapinig,BTN
Las Navas,BTN
Lavezares,BTN
Leyte,BTN
Libagon,BTN
Libas,BTN
Libertad,BTN
Liberty,BTN
Liloan,BTN
Lim-oo,BTN
Limon,BTN
Llorente,BTN
Looc,BTN
Lope de Vega,BTN
Maasin,BTN
Mabini,BTN
MacArthur,BTN
Macrohon,BTN
Mahaplag,BTN
Makiwalo,BTN
Malaga,BTN
Malajog,BTN
Malilinao,BTN
Malitbog,BTN
Mantang,BTN
Mapanas,BTN
Margen,BTN
Maripipi,BTN
Masarayao,BTN
Maslog,BTN
Matalom,BTN
Matlang,BTN
Maydolong,BTN
Mayorga,BTN
Maypangdan,BTN
Merida,BTN
Mondragon,BTN
Motiong,BTN
Naghalin,BTN
Napuro,BTN
Naval,BTN
Nena,BTN
Nenita,BTN
Oras,BTN
Ormoc,BTN
Padre Burgos,BTN
Pagsanghan,BTN
Palanit,BTN
Palapag,BTN
Palaroo,BTN
Palhi,BTN
Palo,BTN
Palompon,BTN
Pambujan,BTN
Panalanoy,BTN
Pangdan,BTN
Pangpang,BTN
Pastrana,BTN
Patong,BTN
Pawing,BTN
Piña,BTN
Pinamopoan,BTN
Pintuyan,BTN
Plaridel,BTN
Polahongon,BTN
Polañge,BTN
Province of Eastern Samar,BTN
Province of Leyte,BTN
Province of Northern Samar,BTN
Province of Samar,BTN
Province of Southern Leyte,BTN
Puerto Bello,BTN
Quinapundan,BTN
Rizal,BTN
Rosario,BTN
Sabang,BTN
Saint Bernard,BTN
Salcedo,BTN
Salvacion,BTN
San Antonio,BTN
San Eduardo,BTN
San Francisco,BTN
San Isidro,BTN
San Joaquin,BTN
San Jorge,BTN
San Jose,BTN
San Jose de Buan,BTN
San Juan,BTN
San Julian,BTN
San Miguel,BTN
San Pedro,BTN
San Policarpio,BTN
San Policarpo,BTN
San Ricardo,BTN
San Roque,BTN
San Sebastian,BTN
San Vicente,BTN
Santa Fe,BTN
Santa Margarita,BTN
Santa Paz,BTN
Santa Rita,BTN
Santo Niño,BTN
Siguinon,BTN
Silago,BTN
Silanga,BTN
Silvino Lobos,BTN
Sogod,BTN
Sulangan,BTN
Sulat,BTN
Tabango,BTN
Tabing,BTN
Tabonoc,BTN
Tabontabon,BTN
Tacloban,BTN
Taft,BTN
Tagapul-an,BTN
Tagbubungang Diot,BTN
Talalora,BTN
Talisayan,BTN
Tanauan,BTN
Tarangnan,BTN
Tinambacan,BTN
Tolosa,BTN
Tomas Oppus,BTN
Tucdao,BTN
Tugbong,BTN
Tunga,BTN
Tutubigan,BTN
Umaganhan,BTN
Valencia,BTN
Victoria,BTN
Viga,BTN
Villaba,BTN
Villareal,BTN
Viriato,BTN
Wright,BTN
Zumarraga,BTN
Adtugan,BEN
Aglayan,BEN
Agusan,BEN
Alae,BEN
Alanib,BEN
Alubijid,BEN
Anakan,BEN
Ani-e,BEN
Aplaya,BEN
Aumbay,BEN
Bacolod,BEN
Bagakay,BEN
Baikingon,BEN
Balila,BEN
Balili,BEN
Balingasag,BEN
Balingoan,BEN
Baliwagan,BEN
Bangahan,BEN
Bantuanon,BEN
Baroy,BEN
Barra,BEN
Basak,BEN
Bato,BEN
Biga,BEN
Binitinan,BEN
Binuangan,BEN
Bolo Bolo,BEN
Bonbon,BEN
Bonifacio,BEN
Boroon,BEN
Bugcaon,BEN
Bugo,BEN
Busdi,BEN
Cabangahan,BEN
Cabanglasan,BEN
Cagayan de Oro,BEN
Calabugao,BEN
Calamba,BEN
Canayan,BEN
Candiis,BEN
Caromatan,BEN
Casisang,BEN
Catarman,BEN
Clarin,BEN
Claveria,BEN
Consuelo,BEN
Cosina,BEN
Dagumba-an,BEN
Dalipuga,BEN
Dalirig,BEN
Dalorong,BEN
Dalwangan,BEN
Damilag,BEN
Damulog,BEN
Dancagan,BEN
Dimaluna,BEN
Dimayon,BEN
Dologon,BEN
Don Carlos,BEN
Dorsalanam,BEN
Dumalaguing,BEN
El Salvador,BEN
Esperanza,BEN
Gimampang,BEN
Gitagum,BEN
Guinisiliban,BEN
Halapitan,BEN
Hinapalanan,BEN
Igpit,BEN
Imbatug,BEN
Imelda,BEN
Impalutao,BEN
Indulang,BEN
Initao,BEN
Inobulan,BEN
Jasaan,BEN
Jimenez,BEN
Kabalantian,BEN
Kabulohan,BEN
Kadingilan,BEN
Kalanganan,BEN
Kalilangan,BEN
Kalugmanan,BEN
Kapatagan,BEN
Kauswagan,BEN
Kawit,BEN
Kibangay,BEN
Kibawe,BEN
Kibonsod,BEN
Kibureau,BEN
Kimanuit,BEN
Kimaya,BEN
Kisolon,BEN
Kitaotao,BEN
Kitobo,BEN
Kolambugan,BEN
La Fortuna,BEN
La Roxas,BEN
Lagindingan,BEN
Lagonglong,BEN
Laguitas,BEN
Langcangan,BEN
Lanipao,BEN
Lantapan,BEN
Lapase,BEN
Lapining,BEN
Libertad,BEN
Libona,BEN
Liboran,BEN
Limbaan,BEN
Linabo,BEN
Linamon,BEN
Lingating,BEN
Lingion,BEN
Little Baguio,BEN
Looc,BEN
Lopez Jaena,BEN
Lourdes,BEN
Lugait,BEN
Lumbayao,BEN
Lumbia,BEN
Lunao,BEN
Lurugan,BEN
Maanas,BEN
Maglamin,BEN
Magsaysay,BEN
Mahinog,BEN
Maigo,BEN
Mailag,BEN
Malaybalay,BEN
Malinaw,BEN
Malitbog,BEN
Maluko,BEN
Mambajao,BEN
Mambatangan,BEN
Mambayaan,BEN
Mamungan,BEN
Managok,BEN
Mananum,BEN
Mandangoa,BEN
Manolo Fortich,BEN
Mantampay,BEN
Manticao,BEN
Maputi,BEN
Maramag,BEN
Maranding,BEN
Maria Cristina,BEN
Mariano,BEN
Mat-i,BEN
Matangad,BEN
Matungao,BEN
Medina,BEN
Miaray,BEN
Minlagas,BEN
Molugan,BEN
Moog,BEN
Munai,BEN
Naawan,BEN
Nañgka,BEN
Napalitan,BEN
Natalungan,BEN
NIA Valencia,BEN
Odiongan,BEN
Opol,BEN
Oroquieta,BEN
Ozamiz City,BEN
Pan-an,BEN
Panalo-on,BEN
Pandan,BEN
Pangabuan,BEN
Pantao-Ragat,BEN
Pantar,BEN
Patrocinio,BEN
Pines,BEN
Plaridel,BEN
Pongol,BEN
Pontian,BEN
Province of Bukidnon,BEN
Province of Camiguin,BEN
Province of Lanao del Norte,BEN
Province of Misamis Occidental,BEN
Province of Misamis Oriental,BEN
Pualas,BEN
Punta Silum,BEN
Quezon,BEN
Rebe,BEN
Sagay,BEN
Salawagan,BEN
Salay,BEN
Salimbalan,BEN
Sampagar,BEN
San Carlos,BEN
San Isidro,BEN
San Jose,BEN
San Luis,BEN
San Martin,BEN
San Miguel,BEN
San Vicente,BEN
Sankanan,BEN
Santa Ana,BEN
Santa Fe,BEN
Sapang Dalaga,BEN
Silae,BEN
Sinacaban,BEN
Sinonoc,BEN
Solana,BEN
Sugbongkogon,BEN
Sumilao,BEN
Sumpong,BEN
Sungai,BEN
Tabid,BEN
Taboc,BEN
Tacub,BEN
Tagoloan,BEN
Talakag,BEN
Talisayan,BEN
Tangub,BEN
Taypano,BEN
Taytay,BEN
Ticala-an,BEN
Tignapalan,BEN
Tubao,BEN
Tubigan,BEN
Tubod,BEN
Tudela,BEN
Tuod,BEN
Tupsan,BEN
Unidos,BEN
Villanueva,BEN
Yumbing,BEN
Andili,BOH
Andop,BOH
Anibongan,BOH
Astorga,BOH
Asuncion,BOH
Babag,BOH
Baculin,BOH
Baganga,BOH
Balagunan,BOH
Balangonan,BOH
Balutakay,BOH
Banaybanay,BOH
Bansalan,BOH
Bantacan,BOH
Baon,BOH
Baracatan,BOH
Basiawan,BOH
Batiano,BOH
Bato,BOH
Batobato,BOH
Baylo,BOH
Biao,BOH
Bincoñgan,BOH
Bitaogan,BOH
Bobon,BOH
Bolila,BOH
Boston,BOH
Buclad,BOH
Buhangin,BOH
Bukid,BOH
Bulacan,BOH
Bungabon,BOH
Butulan,BOH
Cabayangan,BOH
Cabinuangan,BOH
Caburan,BOH
Cambanugoy,BOH
Camudmud,BOH
Caraga,BOH
Carmen,BOH
Cateel,BOH
City of Mati,BOH
City of Panabo,BOH
City of Tagum,BOH
Cogon,BOH
Concepcion,BOH
Corocotan,BOH
Coronon,BOH
Cuambog,BOH
Culaman,BOH
Dacudao,BOH
Dakbayan sa Digos,BOH
Davan,BOH
Davao City,BOH
Del Pilar,BOH
Digos,BOH
Dolo,BOH
Don Marcelino,BOH
Dumlan,BOH
Esperanza,BOH
Gabi,BOH
Gabuyan,BOH
Goma,BOH
Governor Generoso,BOH
Guihing Proper,BOH
Gumalang,BOH
Gupitan,BOH
Hagonoy,BOH
Ignit,BOH
Ilangay,BOH
Inawayan,BOH
Island Garden City of Samal,BOH
Jose Abad Santos,BOH
Jovellar,BOH
Kalbay,BOH
Kalian,BOH
Kaligutan,BOH
Kapalong,BOH
Katipunan,BOH
Kiblawan,BOH
Kinablangan,BOH
Kinamayan,BOH
Kinangan,BOH
La Libertad,BOH
La Paz,BOH
La Union,BOH
Lacaron,BOH
Lacson,BOH
Lais,BOH
Lamitan,BOH
Lapuan,BOH
Lasang,BOH
Libuganon,BOH
Limao,BOH
Limot,BOH
Linao,BOH
Linoan,BOH
Lukatan,BOH
Luna,BOH
Lungaog,BOH
Lupon,BOH
Luzon,BOH
Mabini,BOH
Mabuhay,BOH
Maco,BOH
Maduao,BOH
Magatos,BOH
Magdug,BOH
Magnaga,BOH
Magsaysay,BOH
Mahanob,BOH
Mahayag,BOH
Malagos,BOH
Malalag,BOH
Malinao,BOH
Malita,BOH
Mambago,BOH
Managa,BOH
Manaloal,BOH
Manat,BOH
Manay,BOH
Mangili,BOH
Manikling,BOH
Matanao,BOH
Mati,BOH
Matiao,BOH
Matti,BOH
Mawab,BOH
Mayo,BOH
Monkayo,BOH
Montevista,BOH
Nabunturan,BOH
Nangan,BOH
Nanyo,BOH
New Baclayon,BOH
New Bataan,BOH
New Bohol,BOH
New Corella,BOH
New Leyte,BOH
New Sibonga,BOH
New Visayas,BOH
Nuing,BOH
Padada,BOH
Pag-asa,BOH
Pagsabangan,BOH
Palma Gil,BOH
Panabo,BOH
Pandasan,BOH
Pangian,BOH
Panikian,BOH
Pantukan,BOH
Pasian,BOH
Pondaguitan,BOH
Pung-Pang,BOH
Samal,BOH
Sampao,BOH
San Alfonso,BOH
San Antonio,BOH
San Ignacio,BOH
San Isidro,BOH
San Luis,BOH
San Mariano,BOH
San Miguel,BOH
San Pedro,BOH
San Rafael,BOH
San Remigio,BOH
San Vicente,BOH
Santa Cruz,BOH
Santa Maria,BOH
Santiago,BOH
Santo Niño,BOH
Santo Tomas,BOH
Sarangani,BOH
Sibulan,BOH
Sigaboy,BOH
Simod,BOH
Sinawilan,BOH
Sinayawan,BOH
Sirib,BOH
Sugal,BOH
Sulop,BOH
Surup,BOH
Suz-on,BOH
Tagakpan,BOH
Tagdanua,BOH
Tagnanan,BOH
Tagum,BOH
Takub,BOH
Talagutong,BOH
Talisay,BOH
Talomo,BOH
Tamayong,BOH
Tambo,BOH
Tamisan,BOH
Tamugan,BOH
Tanlad,BOH
Tapia,BOH
Tarragona,BOH
Tawan tawan,BOH
Taytayan,BOH
Tibagon,BOH
Tibanbang,BOH
Tiblawan,BOH
Tombongon,BOH
Tubalan,BOH
Tuban,BOH
Tubod,BOH
Tuganay,BOH
Tuli,BOH
Ula,BOH
Wañgan,BOH
Wines,BOH
Alamada,BUK
Amas,BUK
Bagontapay,BUK
Baguer,BUK
Bagumbayan,BUK
Baliton,BUK
Balogo,BUK
Banawa,BUK
Banga,BUK
Banisilan,BUK
Bantogon,BUK
Barongis,BUK
Basak,BUK
Batasan,BUK
Batutitik,BUK
Bau,BUK
Bayasong,BUK
Bialong,BUK
Biwang,BUK
Blingkong,BUK
Buadtasan,BUK
Bual,BUK
Buayan,BUK
Bucay Pait,BUK
Bulatukan,BUK
Burias,BUK
Busok,BUK
Carmen,BUK
Carpenter,BUK
Cebuano,BUK
City of Kidapawan,BUK
City of Koronadal,BUK
City of Tacurong,BUK
Colongolo,BUK
Columbio,BUK
Cotabato City,BUK
Dahay,BUK
Daliao,BUK
Damawato,BUK
Dansuli,BUK
Datu Montawal,BUK
Dualing,BUK
Dukay,BUK
Dunguan,BUK
Esperanza,BUK
Gansing,BUK
General Santos,BUK
Glad,BUK
Glamang,BUK
Glan,BUK
Glan Peidu,BUK
Gocoton,BUK
Guinsang-an,BUK
Ilaya,BUK
Isulan,BUK
Kabacan,BUK
Kabalen,BUK
Kablalan,BUK
Kalaisan,BUK
Kalamangog,BUK
Kalamansig,BUK
Kamanga,BUK
Kapatan,BUK
Kapaya,BUK
Kapinkong,BUK
Katubao,BUK
Kiamba,BUK
Kidapawan,BUK
Kipalbig,BUK
Kisante,BUK
Kiupo,BUK
Klinan,BUK
Kling,BUK
Koronadal,BUK
Kudanding,BUK
Kulaman,BUK
Labu-o,BUK
Laguilayan,BUK
Lambayong,BUK
Lambo,BUK
Lambontong,BUK
Lamian,BUK
Lampari,BUK
Lampitak,BUK
Lapuz,BUK
Lebak,BUK
Libas,BUK
Liberty,BUK
Libungan,BUK
Liliongan,BUK
Limbalod,BUK
Limulan,BUK
Linan (town),BUK
Linao,BUK
Lopez Jaena,BUK
Lumatil,BUK
Lumazal,BUK
Lumuyon,BUK
Lun Pequeño,BUK
Lunen,BUK
Lutayan,BUK
M'lang,BUK
Maan,BUK
Maasim,BUK
Mabay,BUK
Mabini,BUK
Magpet,BUK
Maguling,BUK
Maibu,BUK
Maindang,BUK
Maitum,BUK
Makilala,BUK
Malamote,BUK
Malandag,BUK
Malapag,BUK
Malapatan,BUK
Malasila,BUK
Malbang,BUK
Malingao,BUK
Malisbeng,BUK
Malitubog,BUK
Maltana,BUK
Malungon,BUK
Mamali,BUK
Manaulanan,BUK
Manga,BUK
Manuangan,BUK
Manuel Roxas,BUK
Marbel,BUK
Mariano Marcos,BUK
Matalam,BUK
Matinao,BUK
Midsayap,BUK
Minapan,BUK
Mindupok,BUK
Nalus,BUK
New Cebu,BUK
New Iloilo,BUK
New Lagao,BUK
New Panay,BUK
Noling,BUK
Norala,BUK
Nunguan,BUK
Osias,BUK
Paatan,BUK
Pagalungan,BUK
Pagangan,BUK
Palian,BUK
Palimbang,BUK
Palkan,BUK
Pamantingan,BUK
Panay,BUK
Pangyan,BUK
Paraiso,BUK
Patindeguen,BUK
Pedtad,BUK
Pigcawayan,BUK
Pikit,BUK
Pimbalayan,BUK
Polo,BUK
Polomolok,BUK
Polonoling,BUK
President Quirino,BUK
President Roxas,BUK
Puloypuloy,BUK
Punolu,BUK
Puricay,BUK
Ragandang,BUK
Rotunda,BUK
Sadsalan,BUK
Saguing,BUK
Salimbao,BUK
Salunayan,BUK
Sampao,BUK
San Miguel,BUK
San Vicente,BUK
Sañgay,BUK
Santo Niño,BUK
Sapad,BUK
Sapu Padidu,BUK
Sebu,BUK
Silway 7,BUK
Sinolon,BUK
Sulit,BUK
Surallah,BUK
Suyan,BUK
T'boli,BUK
Tacurong,BUK
Taguisa,BUK
